Date,Time,Sender,Message,Cluster
18/03/24,19.29.38,Salwa TIF '22,hoo emg smono regane,1
18/03/24,19.29.41,Sofia TIF ‘22,gatau i enak e gimana,1
18/03/24,19.30.10,Safridha,Curah?,1
18/03/24,19.30.44,Safridha,Itu ga ada jual lusinan kah? Ddi nek beli ½lusih/1 lusin lbh murah dri pada eceran,1
18/03/24,19.30.59,Joselyn TIF'22,Yess u,1
18/03/24,19.31.21,Sofia TIF ‘22,adaaa,1
18/03/24,19.31.24,Sofia TIF ‘22,okee,1
18/03/24,19.31.42,Sofia TIF ‘22,jadi 3 lusinnn kah?,1
18/03/24,19.31.47,Sofia TIF ‘22,apa cuma beli selusin,1
18/03/24,19.31.58,Inandra,anjir 3 lusin😭,1
18/03/24,19.32.00,Joselyn TIF'22,Lusin po kg?,1
18/03/24,19.32.01,Safridha,Selusin sek,1
18/03/24,19.32.06,Inandra,nek nyetok tuku 1 lusin sj,1
18/03/24,19.32.07,Salwa TIF '22,😭,1
18/03/24,19.32.14,Joselyn TIF'22,Nek sekilo kurang,1
18/03/24,19.32.15,Inandra,apik neh seng isine mix ngono enek ra sop,1
18/03/24,19.32.35,Sofia TIF ‘22,la masalah e raenek,1
18/03/24,19.32.39,Safridha,Ini gila?,1
18/03/24,19.32.40,Joselyn TIF'22,"Gulo ndra, uduk teh e",1
18/03/24,19.32.41,Sofia TIF ‘22,makane aku takon 3 lusin,1
18/03/24,19.32.43,Safridha,Eh gula😭,1
18/03/24,19.32.45,Sofia TIF ‘22,😭😭😭,1
18/03/24,19.33.02,Inandra,gula opo teh sg lusin ki,1
18/03/24,19.33.04,Sofia TIF ‘22,tak tlp ae anjir,1
18/03/24,19.33.06,Sofia TIF ‘22,‎Telepon suara. ‎‎4 mnt • ‎8 bergabung,1
18/03/24,19.33.15,Joselyn TIF'22,"Lusin piye, satuan e kg gulo",1
18/03/24,19.35.19,Joselyn TIF'22,Enek e ng pasar nek teh mix,1
18/03/24,20.00.28,Sofia TIF ‘22,1. Pake dari kamu semisal boleh,1
,,,2. ⁠dipake buat teh sama goreng risol (masak apapun danusan kali ini) sama buat naruh barang,1
,,,3. ⁠iya boleh nuker itu aja nanti tinggal ngisi ulang,1
,,,4. ⁠waduh nek ini aku jg gatau gimana ya enak e temen tmeen @6282328792661,1
18/03/24,20.01.36,Inandra,terbatas e seberapa jo,1
18/03/24,20.01.49,Inandra,paling kita stok e 5 mika,1
18/03/24,20.01.56,Inandra,tergantung akeh ora ne juga si,1
18/03/24,20.15.07,Rehan ECU,"12lt, gae ne gausah full sek ngecek ombak sek",1
18/03/24,20.15.44,Rehan ECU,iki joss,1
18/03/24,20.21.09,Sofia TIF ‘22,okeee,1
18/03/24,20.23.09,Sofia TIF ‘22,plis golek gas susah saiki jagani sg enek info toko sg jual gas,1
18/03/24,20.23.54,Inandra,oke,1
18/03/24,20.24.22,Sofia TIF ‘22,iki sg meh ambil siapa stand e,1
18/03/24,20.24.27,Sofia TIF ‘22,gaada yg bisa to?,1
18/03/24,20.25.23,Rehan ECU,besok wae,1
18/03/24,20.27.04,ReviTO,thai tea😁,1
18/03/24,21.31.41,Joselyn TIF'22,Sek nko tak fotokne,1
18/03/24,21.32.01,Joselyn TIF'22,Baiklah terimakasih,1
18/03/24,21.32.08,Inandra,"iki sesok wes mulai, nek logistik mulai di tempatkan sesok iso ra jo?",1
18/03/24,21.34.18,Sofia TIF ‘22,bisaa gak jo??,1
18/03/24,21.34.22,Sofia TIF ‘22,tak anter sekarang nek bisa,1
18/03/24,21.36.56,Joselyn TIF'22,Bayohh saiki,1
18/03/24,21.38.23,Sofia TIF ‘22,sesok,1
18/03/24,21.38.24,Sofia TIF ‘22,😭😭😭,1
18/03/24,21.40.48,Joselyn TIF'22,Sesok wis mulaikah? Trus rene e jam piro mulai persiapan?,1
18/03/24,21.40.55,Inandra,spill jadwal,1
18/03/24,21.41.47,Sofia TIF ‘22,jam 1/2 an aja,1
,,,"‎[18/03/24, 21.42.09] Joselyn TIF'22: ‎gambar tidak disertakan",1
18/03/24,21.42.25,Salwa TIF '22,bar prak ae,1
18/03/24,21.42.31,Inandra,naa lowong wi,1
18/03/24,21.44.16,Joselyn TIF'22,Wokee,1
18/03/24,21.46.35,Sofia TIF ‘22,ngko tak bantu,1
18/03/24,21.47.04,Joselyn TIF'22,Nggih,1
18/03/24,21.47.14,ReviTO,smgt,1
18/03/24,21.47.29,Inandra,bismillah,1
18/03/24,21.51.56,Inandra,info pamflet revisi lg tidak,1
18/03/24,21.52.09,Sofia TIF ‘22,info pamflet,1
18/03/24,21.52.12,Jumiana TIF '22,https://www.canva.com/design/DAF_hsYXGSI/ikJYasHSQojzdEh8tuKK-g/edit?utm_content=DAF_hsYXGSI&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,1
18/03/24,21.52.15,Jumiana TIF '22,Cekcek,1
18/03/24,21.52.21,Inandra,oiya ngaranku nek emng ono sg tuku frozen drpd dikei isi 3 mending sisan isi 5 si nek frozen,1
18/03/24,21.52.32,Inandra,dadi sg tuku frozen harus bli 5 alias 15 rb,1
18/03/24,21.52.37,Inandra,piye ngaranmu?,1
18/03/24,21.53.05,Jumiana TIF '22,Tersedia dalam bentuk Frozen dengan minimal pembelian 5 pcs gitu?,1
18/03/24,21.53.14,Sofia TIF ‘22,sofia dong☺️☺️☺️☺️ben ketok cantik,1
18/03/24,21.53.20,Jumiana TIF '22,Baik,1
18/03/24,21.53.24,Sofia TIF ‘22,walah,1
18/03/24,21.53.36,Sofia TIF ‘22,emang enek minimal pembelian barang iki??,1
18/03/24,21.53.39,Inandra,"gausa dengan minimal, “tersedia dalam bentuk frozen isi 5pcs”",1
18/03/24,21.53.43,Inandra,ora,1
18/03/24,21.53.53,Inandra,kan seko supplier sak mika isi 5 to sop,1
18/03/24,21.53.53,Joselyn TIF'22,Hooh ngene ae,1
18/03/24,21.53.55,Jumiana TIF '22,Okok,1
18/03/24,21.54.13,Inandra,drpd dibongkar trs diadahi neh 3pcs mending sg tuku frozen dikei langsung ngono ae sg isi 5,1
18/03/24,21.54.31,Inandra,tambahi info harga ne frozen juga ya ana,1
18/03/24,21.54.51,Sofia TIF ‘22,oalahhh😭😭,1
18/03/24,21.55.01,Sofia TIF ‘22,harga sama gakkk,1
18/03/24,21.55.03,Inandra,berarti ttp “tersedia dalam bentuk frozen” nah bawahe yg harga itu tambahi harga lagi “frozen isi 5pcs 15rb,1
18/03/24,21.55.03,Salwa TIF '22,yakin 15k?,1
18/03/24,21.55.12,Sofia TIF ‘22,oalah begitu,1
18/03/24,21.55.15,Sofia TIF ‘22,ok ok,1
18/03/24,21.55.20,Inandra,opo kemurahen,1
18/03/24,21.55.23,Salwa TIF '22,"3,5k x 5 wi 17,5k",1
18/03/24,21.55.36,Inandra,yo justru kui kan marketing,1
18/03/24,21.55.51,Inandra,"dewe tumbas e per pcs 2,5k",1
18/03/24,21.56.07,Salwa TIF '22,16k aja bgemana,1
18/03/24,21.56.15,Jumiana TIF '22,Baik baik,1
18/03/24,21.56.16,Joselyn TIF'22,Dadi ttp bathi 2.5k,1
18/03/24,21.56.38,Inandra,16 yo oleh wae,1
18/03/24,21.56.44,Inandra,"16,750",1
18/03/24,21.57.04,Salwa TIF '22,"16,753 sih",1
,,,"‎[18/03/24, 21.57.28] Jumiana TIF '22: ‎gambar tidak disertakan",1
18/03/24,21.58.50,Inandra,ada cina,1
18/03/24,21.58.52,Rehan ECU,jujuli mu pie wi,1
18/03/24,21.58.58,Sofia TIF ‘22,@6281233544829 serlok,1
18/03/24,21.59.06,Sofia TIF ‘22,gmaps rumah mu,1
18/03/24,21.59.09,Sofia TIF ‘22,buat jarkoman,1
18/03/24,22.00.56,Joselyn TIF'22,Sek sek,1
18/03/24,22.03.02,Joselyn TIF'22,https://maps.app.goo.gl/vaPzUjZN3ev11dWM6,1
,,,Blok C1,1
18/03/24,22.04.14,Sofia TIF ‘22,makasih beb,1
,,,"‎[18/03/24, 22.11.08] Joselyn TIF'22: ‎gambar tidak disertakan",1
18/03/24,22.13.49,Sofia TIF ‘22,bisa,1
18/03/24,22.14.13,Sofia TIF ‘22,bphi bisa mendampingi danusan gak??,1
18/03/24,22.14.21,Inandra,cukupp,1
18/03/24,22.14.33,Inandra,aku besok nda bisa sop,1
18/03/24,22.14.35,Inandra,kelas sore,1
18/03/24,22.14.42,Inandra,tp pas persiapan ready,1
18/03/24,22.14.50,Sofia TIF ‘22,engga maksud nya bisaa kan semisal kosong kelas,1
18/03/24,22.14.54,Sofia TIF ‘22,*PLOTTINGAN DANUSAN*,1
,,,"*Dilarang Protes, Protes, Danusan seminggu dewe*",1
,,,,1
,,,*• SENIN*,1
,,,*Rumah Produksi :*,1
,,,1. Ardina,1
,,,2. Narendra,1
,,,3. Safrida,1
,,,4. Bayu,1
,,,5. Artaka,1
,,,6. Rauf,1
,,,7. Moqta,1
,,,8. Vian,1
,,,,1
,,,,1
,,,*stand :*,2
,,,1. Rendy,1
,,,2. Damar,1
,,,4. Anindya,1
,,,5. Rechin,1
,,,6. Victor,1
,,,7. Bagas,1
,,,8. Oza,1
,,,9. Rakha,1
,,,9. Viki,1
,,,,1
,,,*• SELASA*,1
,,,,1
,,,*Rumah Produksi*:,1
,,,1. Tyas,1
,,,2. Amel,1
,,,3. Nasywa,1
,,,4. Revito,1
,,,5. Zidni,1
,,,6. Said,1
,,,7. ⁠Edwin,1
,,,,1
,,,*stand :*,2
,,,1. Hasna,1
,,,2. Habib,1
,,,3. Lutfi,1
,,,4. Syahid,1
,,,5. Arya,1
,,,6. Nursaid,1
,,,7. ⁠Resya,1
,,,,1
,,,*• RABU*,1
,,,,1
,,,*rumah produksi :*,1
,,,1. Hilda,1
,,,2. Safira,1
,,,3. Sakel,1
,,,4. Ataya,1
,,,5. Aqila,1
,,,6. Sasya,1
,,,7. Nishwah,1
,,,8. Duta,1
,,,9. ⁠Abdurahman,1
,,,,1
,,,*stand :*,2
,,,1. Rendi,1
,,,2. Firja,1
,,,3. Dhia,1
,,,4. Arina,1
,,,5. Ilhamsyah,1
,,,6. Stiven,1
,,,7. Danar,1
,,,8. ⁠Anas,1
,,,9. ⁠Nabila,1
,,,10. ⁠Husain,1
,,,,1
,,,*• KAMIS*,1
,,,,1
,,,*Rumah produksi :*,1
,,,1. Salwa,1
,,,2. Ana,1
,,,3. Irfan,1
,,,4. Angel,1
,,,5. Aal,1
,,,6. Ericardo,1
,,,,1
,,,*stand:*,2
,,,1. Sofi,1
,,,2. Inandra,1
,,,3. Saskyra,1
,,,4. Ganza,1
,,,5. Nuril,1
,,,6. Farel fris,1
,,,7. Rianaldi,1
,,,,1
,,,*• JUMAT*,1
,,,,1
,,,*rumah produksi :*,1
,,,1. Tutut,1
,,,2. Jenar,1
,,,3. Puri,1
,,,4. Kenza,1
,,,5. Farel,1
,,,6. Gilang,1
,,,7. Retno,1
,,,,1
,,,*Stand :*,2
,,,1. Faiz,1
,,,2. Nashwa Abdat,1
,,,3. Aska,1
,,,4. Elma,1
,,,5. Tsania,1
,,,6. Afif,1
,,,7. Romario,1
,,,8. Sultan ‎<Pesan ini diedit>,1
18/03/24,22.14.57,Sofia TIF ‘22,tak share ya,1
18/03/24,22.16.33,ReviTO,mlzzz,1
18/03/24,22.16.37,ReviTO,membuka sedikit langsung di ss,1
18/03/24,22.17.02,Joselyn TIF'22,Biyuhh ng stand ngasi wong 10 i,1
18/03/24,22.17.13,Sofia TIF ‘22,gapapa itu gak smeua bisa dateng gak sih,1
18/03/24,22.17.16,Inandra,kakehan si wkwk,1
18/03/24,22.17.17,Sofia TIF ‘22,jagani,1
18/03/24,22.17.23,Sofia TIF ‘22,pie bjir,1
18/03/24,22.17.39,Inandra,yo rpp sop,1
,,,"‎[18/03/24, 22.17.42] Jumiana TIF '22: ‎stiker tidak disertakan",1
18/03/24,22.18.04,ReviTO,he aku ra gagas jebul selasa aku kelas full sore💀,1
18/03/24,22.18.07,ReviTO,salah moco jadwal,1
,,,"‎[18/03/24, 22.18.35] Sofia TIF ‘22: ‎stiker tidak disertakan",1
18/03/24,22.18.48,Sofia TIF ‘22,ws pokok tanggung jawab☺️🙏🏻,1
18/03/24,22.18.54,Sofia TIF ‘22,nyusul wae,1
18/03/24,22.18.56,ReviTO,baiklah,1
18/03/24,22.18.58,Sofia TIF ‘22,kan okeh wong,1
18/03/24,22.19.06,ReviTO,aku iso e jam ke 9,1
18/03/24,22.19.24,ReviTO,tkn jam ke 10,1
18/03/24,22.20.43,Jumiana TIF '22,https://www.canva.com/design/DAF_hsYXGSI/ikJYasHSQojzdEh8tuKK-g/edit?utm_content=DAF_hsYXGSI&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,1
18/03/24,22.21.23,Inandra,sg frozen sido 16 ewu ra?,1
18/03/24,22.21.40,Salwa TIF '22,btw dikasi tambahan info nek skdurunge mlebu perum e jose izin satpam e sek,1
18/03/24,22.22.12,ReviTO,16 sek ngko nek ra payu lg midun💀,1
18/03/24,22.23.29,Inandra,real,1
18/03/24,22.23.32,Joselyn TIF'22,"Hooh saiki satpam e ganti Wak, trus saiki sragaman",1
18/03/24,22.23.38,Inandra,nek 16 bati brp,1
18/03/24,22.23.40,Inandra,wow,1
18/03/24,22.23.47,Salwa TIF '22,"3,5",1
18/03/24,22.23.59,Inandra,ooo ok,1
18/03/24,22.24.20,Sofia TIF ‘22,tek do protes i apa tidak di plot sesuai jadwal kelas brooo iki😭,1
18/03/24,22.24.33,Joselyn TIF'22,Lhayoo,1
18/03/24,22.24.39,Salwa TIF '22,walahh,1
18/03/24,22.25.24,Sofia TIF ‘22,aku sesuai plot dr pj lo iki,1
18/03/24,22.25.39,ReviTO,la koe ra ngomong ne jam 1 cok,1
18/03/24,22.25.44,ReviTO,bejir jam 1,1
18/03/24,22.25.48,Sofia TIF ‘22,lah bjir kan sore,1
18/03/24,22.25.51,Afif TIF' 22,ketoke do nangkep nek sesok kudu teko kabeh ra si,1
18/03/24,22.26.02,Inandra,awokew,1
18/03/24,22.26.51,Inandra,"tak harap tmn” pj bisa berpartisipasi aktif ya, bisa diberitahukan ke anak”nya",1
18/03/24,22.27.13,Safridha,Nanti kalo ikut dpt es ga?,1
18/03/24,22.27.29,Inandra,dpt pahala,1
18/03/24,22.27.31,Salwa TIF '22,"dpet, ESemane dee",1
18/03/24,22.27.43,ReviTO,hoo,1
18/03/24,22.27.47,Safridha,Hmmm,1
18/03/24,22.27.48,ReviTO,soale ganza kamis prei,1
18/03/24,22.27.58,ReviTO,ok,1
18/03/24,22.28.11,Jumiana TIF '22,Gimana pamflet e fix nya brp harganeee,1
18/03/24,22.28.22,Inandra,16 ana,1
18/03/24,22.28.29,Jumiana TIF '22,Baiq,1
18/03/24,22.28.40,Jumiana TIF '22,Cek lagi ada yg mau di revisi lagi ga,1
18/03/24,22.29.21,Inandra,cek teman”,1
18/03/24,22.29.33,Joselyn TIF'22,Eee Jose bertanya lagi:,1
,,,Besok buat es teh nya butuh air galon kah?,1
18/03/24,22.30.03,Salwa TIF '22,10k/3 pcs tetep?,1
18/03/24,22.30.08,~ Faiz Arfian Ilhami,air kran✌️✌️,1
18/03/24,22.30.17,Joselyn TIF'22,Beneran?,1
18/03/24,22.30.19,ReviTO,air teh,1
18/03/24,22.30.25,Inandra,"ttp saja, ben penal ngitung e",1
18/03/24,22.30.25,ReviTO,btul nanti di godhog,1
18/03/24,22.30.33,Sofia TIF ‘22,@PERKAB ini kalian plot gak sesuai jadwal ya?,1
18/03/24,22.30.48,Inandra,@6289675358785 @6285865803536,1
18/03/24,22.30.54,Sofia TIF ‘22,sg komen do perkab soale ‎<Pesan ini diedit>,1
18/03/24,22.30.54,Joselyn TIF'22,Suwe no nko ngenteni adem e,1
18/03/24,22.30.57,Salwa TIF '22,baik,1
18/03/24,22.31.10,Joselyn TIF'22,Nek sek panas es e ndang cair yoan,1
18/03/24,22.31.15,ReviTO,kan dikei ES,1
18/03/24,22.31.52,Inandra,tuku galon joo,1
18/03/24,22.32.18,Joselyn TIF'22,"Maksudku kan nyeduh e teh air panas, nah kui mosok full banyu panas, ndak dicampur air biasa?",1
18/03/24,22.32.34,Joselyn TIF'22,Enek e galon kosong i,1
18/03/24,22.32.49,ReviTO,isi ulang😭,1
18/03/24,22.32.54,Rehan ECU,gae ne ojo di campur air biasa,1
18/03/24,22.33.11,Rehan ECU,ttp full air panas ben teh e iso di ekstrak sempurna,1
18/03/24,22.33.18,Inandra,download,1
18/03/24,22.33.27,Rehan ECU,betul,1
18/03/24,22.33.29,ReviTO,pake winrar,1
18/03/24,22.33.41,Joselyn TIF'22,Mumet,1
18/03/24,22.33.49,Rehan ECU,😭😭😭,1
18/03/24,22.33.50,Sofia TIF ‘22,2,1
18/03/24,22.34.07,Rehan ECU,sek takon o salah siji tak jawab e,1
18/03/24,22.34.25,Salwa TIF '22,tenang semua,1
,,,"‎[18/03/24, 22.34.38] ~ Faiz Arfian Ilhami: ‎stiker tidak disertakan",1
,,,"‎[18/03/24, 22.34.41] Sofia TIF ‘22: ‎stiker tidak disertakan",1
18/03/24,22.34.52,Rehan ECU,sopik ngakon tenang ning ora tenang,1
18/03/24,22.35.02,Salwa TIF '22,masute tenang semua wi opo,1
18/03/24,22.35.04,Salwa TIF '22,HAHAHAH,1
18/03/24,22.35.21,Inandra,seng tenang mboh sopo,1
18/03/24,22.35.32,Jumiana TIF '22,"Owh Iyo, masalah mau up inpo jualan risol di Ig Hima i dari kita takut dikomenin alumni, menurut temen2 yg lain bagaimana?",1
18/03/24,22.35.46,ReviTO,🤣,1
18/03/24,22.35.58,Inandra,berarti di ig anggota aja,1
18/03/24,22.36.02,Sofia TIF ‘22,btul,1
18/03/24,22.36.04,Inandra,jano ngopo wedi wkwk,1
,,,"‎[18/03/24, 22.36.10] Joselyn TIF'22: ‎gambar tidak disertakan",1
18/03/24,22.36.14,Inandra,@6289529000117 piye lek wani ra up risol ng akun hima,1
18/03/24,22.36.31,Sofia TIF ‘22,masyaallah bakul risol mosok yo meh dikomen😭,1
18/03/24,22.36.41,Salwa TIF '22,mbangane urusan og,1
18/03/24,22.36.45,Inandra,gek sadar yg ngetik seorang jumiana,1
18/03/24,22.36.46,ReviTO,hide alumni,1
18/03/24,22.36.48,Jumiana TIF '22,"Trauma ""Saiki himatif dodolan sertif to""😭",1
18/03/24,22.36.52,Salwa TIF '22,mnding rsah gae urusan,1
18/03/24,22.36.55,~ Faiz Arfian Ilhami,kon wek i sponsor alumni,1
18/03/24,22.37.01,Inandra,wes ra ngurusi og yo ngopo,1
18/03/24,22.37.02,Salwa TIF '22,"""saiki himatif dodolan risol to""",1
18/03/24,22.37.09,Inandra,mbok nek dadi fresh money ngono rpp,1
18/03/24,22.37.12,Jumiana TIF '22,😁😁😁,1
18/03/24,22.37.17,Inandra,malah dadi dagelan awowkkw,1
,,,"‎[18/03/24, 22.37.17] ReviTO: ‎audio tidak disertakan",1
18/03/24,22.37.28,Inandra,saya ready stok,1
18/03/24,22.37.32,Rehan ECU,wkwkwkwk bar kwi ruang tengah memanggil,1
18/03/24,22.37.34,ReviTO,supaya saya untung,1
,,,"‎[18/03/24, 22.37.35] ~ Faiz Arfian Ilhami: ‎stiker tidak disertakan",1
18/03/24,22.37.46,Sofia TIF ‘22,opo? Sponsor e,1
18/03/24,22.37.47,Salwa TIF '22,kae kojah opo rung dicritani,1
18/03/24,22.38.04,~ Faiz Arfian Ilhami,"duit ko alumni,kan alumni wes kerjo to",1
18/03/24,22.38.54,Sofia TIF ‘22,go rabi,1
18/03/24,22.39.04,Rehan ECU,kojah i opo,1
18/03/24,22.39.27,Salwa TIF '22,omong,1
18/03/24,22.39.29,ReviTO,kerjone opo,1
18/03/24,22.39.43,Salwa TIF '22,😭😭,1
18/03/24,22.39.49,Joselyn TIF'22,Maido,1
18/03/24,22.39.56,Labib,"akun ig masing"" aja",1
18/03/24,22.40.36,Rehan ECU,bakul an nng ruang tengah,1
,,,"‎[18/03/24, 22.40.39] Sofia TIF ‘22: ‎stiker tidak disertakan",1
18/03/24,22.40.48,Sofia TIF ‘22,joh😭,1
,,,"‎[18/03/24, 22.40.52] Afif TIF' 22: ‎stiker tidak disertakan",1
18/03/24,22.41.05,ReviTO,seng tuku gur wonge,1
18/03/24,22.41.27,Rehan ECU,nek tuku ndelalahe mung njuk tester,1
18/03/24,22.45.04,Stiven TIF '21,ora i jare ngeplot wae,1
18/03/24,22.45.16,Stiven TIF '21,takkiro yo yowes,1
18/03/24,22.45.21,Sofia TIF ‘22,walahhhh😭😭😭,1
18/03/24,22.45.27,Sofia TIF ‘22,podo protes kelas sore,1
18/03/24,22.45.40,Stiven TIF '21,yowes ganti,1
18/03/24,22.45.43,Stiven TIF '21,kon wa aku wae,1
18/03/24,22.55.56,Safridha,"mb maaf ini namaku blm ada di plotingan danusan, tpi aku pindah di selasa aja mb kayaknya kalo rabu orangnya jg udah banyak, selasa bagian rumah produksi🙏🏻",1
18/03/24,22.56.13,Safridha,@6281336917985 Iki adinda tolong ngko tambahi yaa,1
18/03/24,22.56.24,Sofia TIF ‘22,walahhh,1
18/03/24,22.56.25,ReviTO,gantikke aku soff,1
18/03/24,22.56.30,Sofia TIF ‘22,nanti ya batrai ku abis,1
18/03/24,22.56.33,Sofia TIF ‘22,nanti sampe kos,1
18/03/24,22.56.36,Sofia TIF ‘22,maappppp,1
18/03/24,22.56.51,ReviTO,"bejir ternyata ada ya, yang blm dapet tp malah laporan",1
18/03/24,22.57.23,Safridha,Heeh request mnh,1
18/03/24,22.57.33,Salwa TIF '22,kudune meneng gasi,1
18/03/24,22.57.36,Salwa TIF '22,hwhw,1
18/03/24,22.57.39,ReviTO,he la adinda tak plot jumat i,1
18/03/24,22.58.02,Safridha,Sek tak chat,1
18/03/24,22.58.38,Safridha,Seng dishare grup besar gaono adindane,1
18/03/24,22.59.05,ReviTO,hoo,1
18/03/24,22.59.12,ReviTO,la tp kok dee ngomong e rabu,1
18/03/24,22.59.15,Joselyn TIF'22,"Sop, ra lali tuku minyak goreng kan wmu?",1
,,,"‎[18/03/24, 22.59.32] ReviTO: ‎gambar tidak disertakan",1
18/03/24,22.59.36,Salwa TIF '22,"saringan, erok2, sotil aman?",1
18/03/24,22.59.44,Inandra,Wowkkw,1
18/03/24,22.59.54,Inandra,nek lali pakai minyak goreng gue dlu,1
18/03/24,23.00.32,ReviTO,iki seng di plottingan ada 79,1
18/03/24,23.00.42,Joselyn TIF'22,Nek iki enek ng kene,1
18/03/24,23.00.47,ReviTO,seng ramelu danusan sp wae,1
18/03/24,23.00.52,ReviTO,ketupat sekpat benpat kh,1
18/03/24,23.00.53,Joselyn TIF'22,Baiklah,1
18/03/24,23.01.05,Inandra,aku melu i😭,1
18/03/24,23.01.12,Inandra,sm ketum,1
18/03/24,23.01.47,ReviTO,weh hoo😁,1
18/03/24,23.01.53,ReviTO,bzierr,1
18/03/24,23.11.26,Joselyn TIF'22,Btw sing ng rumah produksi nganti jam piro yoo?,1
18/03/24,23.11.37,Joselyn TIF'22,Enek kelas aku yoan,1
18/03/24,23.17.38,Salwa TIF '22,iki sing jaga stand yo wajib kumpul di rumah produksi sek?,1
18/03/24,23.24.20,Sofia TIF ‘22,adinda sie apaa,1
18/03/24,23.24.40,Sofia TIF ‘22,"belum, krn katanya mo beli curah nah beline dimana",1
18/03/24,23.25.00,Sofia TIF ‘22,izam,1
18/03/24,23.25.20,Safridha,Acara,1
18/03/24,23.25.30,Safridha,Psr,1
18/03/24,23.25.31,Sofia TIF ‘22,iyaa wajib buat briefing abis briefing nanti langsung ke stand nata stand,1
18/03/24,23.27.03,Sofia TIF ‘22,adinda udah,1
18/03/24,23.28.09,Safridha,Jlk e selasa,1
18/03/24,23.28.46,Sofia TIF ‘22,😭😭😭😭😭,1
18/03/24,23.29.08,Salwa TIF '22,smgt sopik ❤‍🩹,1
18/03/24,23.29.35,Safridha,Wkwkwk,1
18/03/24,23.29.47,Sofia TIF ‘22,"eh mintol buat para pj dikasi pengertian ke anggotanya masing masing yahhh, jaga stand sama produksi tetep harus saling bantu jgn matok di plotingan aja",1
18/03/24,23.29.54,Sofia TIF ‘22,☺️☺️☺️,1
18/03/24,23.29.58,Safridha,Okaay,1
18/03/24,23.30.01,Sofia TIF ‘22,"ya bub, peluk dong",1
19/03/24,00.52.37,Sofia TIF ‘22,gais inpo es crystal ya besokk😭,1
,,,"‎[19/03/24, 00.54.39] Salwa TIF '22: ‎stiker tidak disertakan",1
19/03/24,00.55.03,Salwa TIF '22,@6285290474524 pas futsal kae pake apa,1
19/03/24,01.04.06,Sofia TIF ‘22,futsal parti??pas kui sg tuku gue yoan,1
19/03/24,01.04.17,Sofia TIF ‘22,eh futsal opo to,1
19/03/24,01.06.27,Salwa TIF '22,insidental,1
19/03/24,05.31.32,Safridha,Di dktnya bento kopi beline,1
19/03/24,08.23.44,Sofia TIF ‘22,P sebar pamflet,1
19/03/24,08.48.22,Salwa TIF '22,@6289516556760 cup gelas sing jumbo kae 22 oz?,1
19/03/24,08.50.13,Sofia TIF ‘22,trs tutup minuman sg di press wi namane apa,1
19/03/24,08.52.36,Rehan ECU,hoo 22oz,1
19/03/24,08.54.12,Rehan ECU,seal cup tuku sing cilik wae isi 1000 jare bakule,1
19/03/24,08.55.00,Salwa TIF '22,toko plastik cerak puspita enek ra yo,1
19/03/24,08.55.03,Salwa TIF '22,atau ngndi sing enek,1
19/03/24,08.55.16,Rehan ECU,enek haruse,1
19/03/24,08.55.48,Rehan ECU,nek gaenek nng tosuro 😃,1
19/03/24,08.55.58,Salwa TIF '22,pener e ngndi,1
19/03/24,08.57.14,Rehan ECU,https://maps.app.goo.gl/XC8Adyi4Z5RhNhm58 nko nng rak pertama duwur biasane ndek situ,1
19/03/24,08.57.40,Salwa TIF '22,apalmen 😭,1
19/03/24,08.58.16,Rehan ECU,gaenek tuku og 😭,1
19/03/24,08.58.37,Sofia TIF ‘22,ngendi iki,1
19/03/24,08.58.58,Rehan ECU,iki jendral,1
19/03/24,08.59.06,Sofia TIF ‘22,ok boss,1
19/03/24,08.59.23,Sofia TIF ‘22,nyobo Puspita sek neh ya,1
19/03/24,08.59.37,Sofia TIF ‘22,btw es e beline dong ngko duet e tak ganti,1
19/03/24,08.59.39,Sofia TIF ‘22,Gas,1
19/03/24,08.59.40,Rehan ECU,kudune enek nng samping puspita,1
19/03/24,08.59.41,Sofia TIF ‘22,Galon,1
19/03/24,09.00.02,Sofia TIF ‘22,Mintol ,1
,,,1. Es crystal,1
,,,2. ⁠gas,1
,,,3. ⁠galon,1
19/03/24,09.00.18,Rehan ECU,eh iki alat e nko nng omahe jose sek?,1
19/03/24,09.00.34,Sofia TIF ‘22,embuh penak e pie soale cah cah ngko ngumpul e kesana sek,1
19/03/24,09.00.40,Sofia TIF ‘22,meh brifieng sekalian,1
19/03/24,09.00.49,Sofia TIF ‘22,tp wedi ne panggon e dinggo,1
19/03/24,09.01.21,Rehan ECU,nek di tinggal wedine di angkut wong genti,1
19/03/24,09.01.44,Salwa TIF '22,"bagi tugas ae. enek sing nunggu tmpat, enek sing ning gone jose",1
19/03/24,09.01.56,Salwa TIF '22,@6281336917985 list en kurang apa,1
19/03/24,09.03.42,Sofia TIF ‘22,-air galon,1
,,,-Gelas cup,1
,,,- Press tutup,1
,,,Sedotan,1
,,,Kresek,1
,,,Mika,1
,,,Gas,1
,,,Es crystal,1
19/03/24,09.04.15,Salwa TIF '22,sing meh mbok golek opo ae?,1
19/03/24,09.08.23,Sofia TIF ‘22,Gelas cup,1
,,,Press tutup,1
,,,Sedotan,1
,,,Kresek,1
,,,Mika,1
19/03/24,09.10.59,Salwa TIF '22,brrti kurang iki tok ya?,1
